Id,Telegram,Whatsapp,Skype,Paste,Base64,Phone,Email,BTC,ETH,MD5,SHA1,SHA256,Password,Username,Twitter,Tor_URL,OwnName
-2.112795022185035,0.4745659456878339,-1.5465584135718955,1.0159239750166955,1.2548173065053192,-0.49292243317956635,+658-123678400,MckinnisKamariyah91@mail.com,NaN,NaN,111111111111111111111aaaaaaaaaaa,77ee63e36a52b5810d3a31e619ec2b8f5794450b,NaN,NaN,NaN,NaN,2apjb5zdgraja4cm.onion,2apjb5zdgraja4cm
-2.736990059572521,-1.399189556193647,0.5335330679531943,0.8727402199152693,-0.935602204866632,-1.6330256963983532,+606307380609,MckinnisKamariyah91@mail.com,NaN,NaN,NaN,8b7aa0b20a97f3b19894b87a436ad94b80635a5e,NaN,NaN,NaN,NaN,sipulikkokxz7syt.onion,sipulikkokxz7syt
-0.7796154968092773,-0.9625554763293684,0.028242089392185574,0.0761628545616188,0.14510833802101997,-1.8593433853889312,+932956702030,NaN,NaN,NaN,c12ab67f2835b3a867af6c91aa3d3039,NaN,NaN,uGSWbD0ampZsqr0,Lee4an,NaN,37mgehffdti74zjy.onion,37mgehffdti74zjy
0.8943404433220865,-0.040577053764140204,-1.3129365602663678,-0.781020383766446,-0.9796355656440031,-0.0920334979709252,NaN,NaN,NaN,NaN,74d84efa16e17b081d66e2a645cab119,NaN,NaN,NaN,NaN,@Partypooper009,2yhdxiw3hxbnhaul.onion,2yhdxiw3hxbnhaul
-0.7170228970356971,-1.3360606216843596,-0.7124930196338568,1.1749469809368924,1.1971354744473486,1.0373291533563374,NaN,ThomassenVallen1999@mail.com,NaN,NaN,77ee63e36a52b5810d3a31e619ec2b8f,NaN,NaN,NaN,NaN,NaN,2222eaznjjta5dju.onion,2222eaznjjta5dju
1.540074042900424,-0.06018927129680551,0.8837828063066634,-0.3598242752134925,0.5655846127124091,0.9702215619037273,00534981031347,ThomassenVallen1999@mail.com,NaN,0x111111111111111111111aaaaaaaaaaaaaaaaaaa,NaN,77ee63e36a52b5810d3a31e619ec2b8f5794450b,NaN,8LAJhyGaN,ALMEHZA_02,NaN,34oltwangty2vqyz.onion,34oltwangty2vqyz
-0.5282914889033085,-0.9786776637053318,1.5329978390563777,0.7144116522598231,2.2832671932747295,0.8392832193884131,+863929350311,MckinnisKamariyah91@mail.com,NaN,NaN,NaN,NaN,20b49f1dd0945575305ab64cb92c4cc1c6361e48426d459f58d82c1ea0c695e9,NaN,NaN,@Fakehashish,3oqjc425mqbmnvev.onion,3oqjc425mqbmnvev
-1.5358441040589512,-0.6519991132327143,1.2698066341289622,-0.42158655638580755,1.2388055742521713,-1.7261864955085078,NaN,MckinnisKamariyah91@mail.com,1F1tAaz5x1HUXrCNLbtMDqcw6o5GNn4xqX,0x111111111111111111111aaaaaaaaaaaaaaaaaaa,NaN,NaN,NaN,NaN,NaN,NaN,3j625agtps3s5rvd.onion,3j625agtps3s5rvd
0.8281075646367518,-1.5824401573140143,0.7677242983615066,-1.305906392169606,-0.7114487493717511,-0.4125672867910028,NaN,MckinnisKamariyah91@mail.com,NaN,NaN,NaN,77ee63e36a52b5810d3a31e619ec2b8f5794450b,77ee63e36a52b5810d3a31e619ec2b8f5794450b563e95e4b446d5d3db4453b2,NaN,NaN,NaN,2hag3xcna4alizxx.onion,2hag3xcna4alizxx
-1.1415462513607786,-0.1787291695819379,-1.4407187725942843,0.05051412022636336,1.6367329755251439,1.5201684145150054,NaN,NaN,1F1tAaz5x1HUXrCNLbtMDqcw6o5GNn4xqX,NaN,NaN,77ee63e36a52b5810d3a31e619ec2b8f5794450b,77ee63e36a52b5810d3a31e619ec2b8f5794450b563e95e4b446d5d3db4453b2,NaN,NaN,NaN,3pu4zfjx7g4pdcoj.onion,3pu4zfjx7g4pdcoj
-0.5826578078834307,-0.8746389370603083,1.5697239719392708,1.3757305718189383,-0.579128627868777,0.6439582097221053,NaN,ThomassenVallen1999@mail.com,1PYzcz53HxXCFMKygNAsSdHXuhCx6ec2Y5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22222dxqodzlhkvo.onion,22222dxqodzlhkvo
